Date,ID,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10
05/10/2024,959,2,4,3,3,3,5,2,1,3,3
05/10/2024,960,3,2,3,2,4,4,4,3,1,4
05/10/2024,961,4,2,3,3,3,5,3,2,2,5
05/10/2024,962,4,3,2,5,3,2,5,4,3,2
05/10/2024,963,2,4,3,5,3,1,3,3,3,3
05/10/2024,964,3,2,3,2,1,1,3,2,3,2
05/10/2024,965,3,5,3,2,1,2,3,3,1,4
05/10/2024,966,3,3,2,2,3,2,3,3,3,3
05/10/2024,967,4,3,3,4,3,4,5,4,3,4
05/10/2024,968,2,2,3,2,5,3,3,3,3,3
05/10/2024,969,3,2,4,4,3,3,4,5,4,5
05/10/2024,970,2,2,4,5,2,2,3,4,3,3
05/10/2024,971,2,2,3,3,5,3,3,1,2,3
05/10/2024,972,4,4,5,2,2,1,4,5,2,4
05/10/2024,973,3,2,4,3,2,2,3,4,3,5
05/10/2024,974,4,1,1,4,3,3,3,2,4,3
05/10/2024,975,4,5,3,4,2,5,3,2,1,3
05/10/2024,976,2,4,3,3,4,4,4,4,3,4
05/10/2024,977,4,3,4,3,3,3,3,2,3,3
05/10/2024,978,3,3,4,3,3,4,4,3,2,4
05/10/2024,979,3,4,5,3,4,3,3,3,2,2
05/10/2024,980,3,2,2,3,2,1,4,2,3,3
05/10/2024,981,3,2,4,3,3,2,4,2,3,3
05/10/2024,982,2,3,3,4,1,2,4,5,3,4
05/10/2024,983,3,5,3,4,4,2,4,3,3,4
05/10/2024,984,2,4,3,3,3,4,3,2,2,4
05/10/2024,985,5,4,3,3,3,3,1,1,3,3
05/10/2024,986,3,5,2,3,3,2,1,3,3,3
05/10/2024,987,1,3,2,5,4,4,4,3,3,3
05/10/2024,988,3,2,3,3,3,2,3,3,3,2
05/10/2024,989,3,3,2,2,2,3,3,3,3,2
05/10/2024,990,3,3,4,2,3,3,4,3,2,2
05/10/2024,991,3,3,3,4,2,1,3,4,2,3
05/10/2024,992,3,4,2,2,2,4,5,4,3,3
05/10/2024,993,3,3,3,3,2,4,2,4,4,4
05/10/2024,994,3,2,4,2,4,3,5,3,2,4
05/10/2024,995,4,3,2,2,3,3,4,3,2,2
05/10/2024,996,2,3,3,3,3,4,1,2,2,4
05/10/2024,997,5,2,4,4,3,2,4,3,3,3
05/10/2024,998,5,1,2,2,3,2,1,4,4,2
05/10/2024,999,2,3,2,3,2,3,2,3,4,1
05/10/2024,1000,3,2,4,5,2,4,1,4,3,2
